word,token_count,char_count,avg_byte_length,tokens_per_char,chars_per_token
shade,1,5,5.0,0.2,5.0
shades,2,6,3.0,0.3333333333333333,3.0
shadow,1,6,6.0,0.16666666666666666,6.0
shadows,2,7,3.5,0.2857142857142857,3.5
shaft,1,5,5.0,0.2,5.0
shake,1,5,5.0,0.2,5.0
shakespeare,2,11,5.5,0.18181818181818182,5.5
shakira,2,7,3.5,0.2857142857142857,3.5
shall,1,5,5.0,0.2,5.0
shame,2,5,2.5,0.4,2.5
shanghai,2,8,4.0,0.25,4.0
shannon,2,7,3.5,0.2857142857142857,3.5
shape,1,5,5.0,0.2,5.0
shaped,2,6,3.0,0.3333333333333333,3.0
shapes,2,6,3.0,0.3333333333333333,3.0
share,1,5,5.0,0.2,5.0
shared,1,6,6.0,0.16666666666666666,6.0
shareholders,2,12,6.0,0.16666666666666666,6.0
shares,1,6,6.0,0.16666666666666666,6.0
shareware,2,9,4.5,0.2222222222222222,4.5
sharing,1,7,7.0,0.14285714285714285,7.0
shark,2,5,2.5,0.4,2.5
sharon,2,6,3.0,0.3333333333333333,3.0
sharp,1,5,5.0,0.2,5.0
shaved,2,6,3.0,0.3333333333333333,3.0
shaw,1,4,4.0,0.25,4.0
she,1,3,3.0,0.3333333333333333,3.0
shed,1,4,4.0,0.25,4.0
sheep,2,5,2.5,0.4,2.5
sheer,2,5,2.5,0.4,2.5
sheet,1,5,5.0,0.2,5.0
sheets,2,6,3.0,0.3333333333333333,3.0
sheffield,2,9,4.5,0.2222222222222222,4.5
shelf,2,5,2.5,0.4,2.5
shell,1,5,5.0,0.2,5.0
shelter,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
shemale,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
shemales,3,8,2.6666666666666665,0.375,2.6666666666666665
shepherd,2,8,4.0,0.25,4.0
sheriff,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
sherman,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
shield,1,6,6.0,0.16666666666666666,6.0
shift,1,5,5.0,0.2,5.0
shine,1,5,5.0,0.2,5.0
ship,1,4,4.0,0.25,4.0
shipment,1,8,8.0,0.125,8.0
shipments,2,9,4.5,0.2222222222222222,4.5
shipped,2,7,3.5,0.2857142857142857,3.5
shipping,1,8,8.0,0.125,8.0
ships,1,5,5.0,0.2,5.0
shirt,1,5,5.0,0.2,5.0
shirts,1,6,6.0,0.16666666666666666,6.0
shit,1,4,4.0,0.25,4.0
shock,1,5,5.0,0.2,5.0
shoe,1,4,4.0,0.25,4.0
shoes,2,5,2.5,0.4,2.5
shoot,1,5,5.0,0.2,5.0
shooting,2,8,4.0,0.25,4.0
shop,1,4,4.0,0.25,4.0
shopper,2,7,3.5,0.2857142857142857,3.5
shoppercom,3,10,3.3333333333333335,0.3,3.3333333333333335
shoppers,2,8,4.0,0.25,4.0
shopping,1,8,8.0,0.125,8.0
shoppingcom,2,11,5.5,0.18181818181818182,5.5
shops,1,5,5.0,0.2,5.0
shopzilla,2,9,4.5,0.2222222222222222,4.5
shore,1,5,5.0,0.2,5.0
short,1,5,5.0,0.2,5.0
shortcuts,2,9,4.5,0.2222222222222222,4.5
shorter,2,7,3.5,0.2857142857142857,3.5
shortly,2,7,3.5,0.2857142857142857,3.5
shorts,2,6,3.0,0.3333333333333333,3.0
shot,1,4,4.0,0.25,4.0
shots,1,5,5.0,0.2,5.0
should,1,6,6.0,0.16666666666666666,6.0
shoulder,2,8,4.0,0.25,4.0
show,1,4,4.0,0.25,4.0
showcase,2,8,4.0,0.25,4.0
showed,2,6,3.0,0.3333333333333333,3.0
shower,2,6,3.0,0.3333333333333333,3.0
showers,2,7,3.5,0.2857142857142857,3.5
showing,2,7,3.5,0.2857142857142857,3.5
shown,1,5,5.0,0.2,5.0
shows,1,5,5.0,0.2,5.0
showtimes,2,9,4.5,0.2222222222222222,4.5
shut,2,4,2.0,0.5,2.0
shuttle,2,7,3.5,0.2857142857142857,3.5
si,1,2,2.0,0.5,2.0
sic,1,3,3.0,0.3333333333333333,3.0
sick,2,4,2.0,0.5,2.0
side,1,4,4.0,0.25,4.0
sides,2,5,2.5,0.4,2.5
sie,1,3,3.0,0.3333333333333333,3.0
siemens,2,7,3.5,0.2857142857142857,3.5
sierra,2,6,3.0,0.3333333333333333,3.0
sig,1,3,3.0,0.3333333333333333,3.0
sight,2,5,2.5,0.4,2.5
sigma,1,5,5.0,0.2,5.0
sign,1,4,4.0,0.25,4.0
signal,1,6,6.0,0.16666666666666666,6.0
signals,1,7,7.0,0.14285714285714285,7.0
signature,1,9,9.0,0.1111111111111111,9.0
signatures,2,10,5.0,0.2,5.0
signed,1,6,6.0,0.16666666666666666,6.0
significance,2,12,6.0,0.16666666666666666,6.0
significant,2,11,5.5,0.18181818181818182,5.5
significantly,3,13,4.333333333333333,0.23076923076923078,4.333333333333333
signing,2,7,3.5,0.2857142857142857,3.5
signs,2,5,2.5,0.4,2.5
signup,1,6,6.0,0.16666666666666666,6.0
silence,2,7,3.5,0.2857142857142857,3.5
silent,1,6,6.0,0.16666666666666666,6.0
silicon,2,7,3.5,0.2857142857142857,3.5
silk,2,4,2.0,0.5,2.0
silly,2,5,2.5,0.4,2.5
silver,1,6,6.0,0.16666666666666666,6.0
sim,1,3,3.0,0.3333333333333333,3.0
similar,1,7,7.0,0.14285714285714285,7.0
similarly,2,9,4.5,0.2222222222222222,4.5
simon,2,5,2.5,0.4,2.5
simple,1,6,6.0,0.16666666666666666,6.0
simplified,2,10,5.0,0.2,5.0
simply,2,6,3.0,0.3333333333333333,3.0
simpson,2,7,3.5,0.2857142857142857,3.5
simpsons,2,8,4.0,0.25,4.0
sims,2,4,2.0,0.5,2.0
simulation,1,10,10.0,0.1,10.0
simulations,2,11,5.5,0.18181818181818182,5.5
simultaneously,3,14,4.666666666666667,0.21428571428571427,4.666666666666667
sin,1,3,3.0,0.3333333333333333,3.0
since,1,5,5.0,0.2,5.0
sing,1,4,4.0,0.25,4.0
singapore,2,9,4.5,0.2222222222222222,4.5
singer,2,6,3.0,0.3333333333333333,3.0
singh,2,5,2.5,0.4,2.5
singing,2,7,3.5,0.2857142857142857,3.5
single,1,6,6.0,0.16666666666666666,6.0
singles,2,7,3.5,0.2857142857142857,3.5
sink,1,4,4.0,0.25,4.0
sip,1,3,3.0,0.3333333333333333,3.0
sir,1,3,3.0,0.3333333333333333,3.0
sister,2,6,3.0,0.3333333333333333,3.0
sisters,2,7,3.5,0.2857142857142857,3.5
sit,1,3,3.0,0.3333333333333333,3.0
site,1,4,4.0,0.25,4.0
sitemap,2,7,3.5,0.2857142857142857,3.5
sites,1,5,5.0,0.2,5.0
sitting,2,7,3.5,0.2857142857142857,3.5
situated,2,8,4.0,0.25,4.0
situation,2,9,4.5,0.2222222222222222,4.5
situations,2,10,5.0,0.2,5.0
six,1,3,3.0,0.3333333333333333,3.0
sixth,2,5,2.5,0.4,2.5
size,1,4,4.0,0.25,4.0
sized,2,5,2.5,0.4,2.5
sizes,1,5,5.0,0.2,5.0
sk,1,2,2.0,0.5,2.0
skating,2,7,3.5,0.2857142857142857,3.5
ski,1,3,3.0,0.3333333333333333,3.0
skiing,2,6,3.0,0.3333333333333333,3.0
skill,1,5,5.0,0.2,5.0
skilled,2,7,3.5,0.2857142857142857,3.5
skills,1,6,6.0,0.16666666666666666,6.0
skin,1,4,4.0,0.25,4.0
skins,1,5,5.0,0.2,5.0
skip,1,4,4.0,0.25,4.0
skirt,2,5,2.5,0.4,2.5
skirts,1,6,6.0,0.16666666666666666,6.0
sku,1,3,3.0,0.3333333333333333,3.0
sky,1,3,3.0,0.3333333333333333,3.0
skype,2,5,2.5,0.4,2.5
sl,1,2,2.0,0.5,2.0
slave,1,5,5.0,0.2,5.0
sleep,1,5,5.0,0.2,5.0
sleeping,2,8,4.0,0.25,4.0
sleeps,3,6,2.0,0.5,2.0
sleeve,3,6,2.0,0.5,2.0
slide,1,5,5.0,0.2,5.0
slides,1,6,6.0,0.16666666666666666,6.0
slideshow,2,9,4.5,0.2222222222222222,4.5
slight,2,6,3.0,0.3333333333333333,3.0
slightly,2,8,4.0,0.25,4.0
slim,2,4,2.0,0.5,2.0
slip,2,4,2.0,0.5,2.0
slope,2,5,2.5,0.4,2.5
slot,1,4,4.0,0.25,4.0
slots,1,5,5.0,0.2,5.0
slovak,3,6,2.0,0.5,2.0
slovakia,3,8,2.6666666666666665,0.375,2.6666666666666665
slovenia,3,8,2.6666666666666665,0.375,2.6666666666666665
slow,1,4,4.0,0.25,4.0
slowly,2,6,3.0,0.3333333333333333,3.0
slut,2,4,2.0,0.5,2.0
sluts,2,5,2.5,0.4,2.5
sm,1,2,2.0,0.5,2.0
small,1,5,5.0,0.2,5.0
smaller,2,7,3.5,0.2857142857142857,3.5
smart,1,5,5.0,0.2,5.0
smell,2,5,2.5,0.4,2.5
smile,2,5,2.5,0.4,2.5
smilies,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
smith,1,5,5.0,0.2,5.0
smithsonian,2,11,5.5,0.18181818181818182,5.5
smoke,2,5,2.5,0.4,2.5
smoking,2,7,3.5,0.2857142857142857,3.5
smooth,1,6,6.0,0.16666666666666666,6.0
sms,1,3,3.0,0.3333333333333333,3.0
smtp,1,4,4.0,0.25,4.0
sn,1,2,2.0,0.5,2.0
snake,1,5,5.0,0.2,5.0
snap,1,4,4.0,0.25,4.0
snapshot,1,8,8.0,0.125,8.0
snow,1,4,4.0,0.25,4.0
snowboard,2,9,4.5,0.2222222222222222,4.5
so,1,2,2.0,0.5,2.0
soa,1,3,3.0,0.3333333333333333,3.0
soap,1,4,4.0,0.25,4.0
soc,1,3,3.0,0.3333333333333333,3.0
soccer,2,6,3.0,0.3333333333333333,3.0
social,1,6,6.0,0.16666666666666666,6.0
societies,2,9,4.5,0.2222222222222222,4.5
society,2,7,3.5,0.2857142857142857,3.5
sociology,3,9,3.0,0.3333333333333333,3.0
socket,1,6,6.0,0.16666666666666666,6.0
socks,2,5,2.5,0.4,2.5
sodium,2,6,3.0,0.3333333333333333,3.0
sofa,2,4,2.0,0.5,2.0
soft,1,4,4.0,0.25,4.0
softball,2,8,4.0,0.25,4.0
software,1,8,8.0,0.125,8.0
soil,1,4,4.0,0.25,4.0
sol,1,3,3.0,0.3333333333333333,3.0
solar,1,5,5.0,0.2,5.0
solaris,2,7,3.5,0.2857142857142857,3.5
sold,1,4,4.0,0.25,4.0
soldier,2,7,3.5,0.2857142857142857,3.5
soldiers,2,8,4.0,0.25,4.0
sole,1,4,4.0,0.25,4.0
solely,2,6,3.0,0.3333333333333333,3.0
solid,1,5,5.0,0.2,5.0
solo,1,4,4.0,0.25,4.0
solomon,2,7,3.5,0.2857142857142857,3.5
solution,1,8,8.0,0.125,8.0
solutions,1,9,9.0,0.1111111111111111,9.0
solve,1,5,5.0,0.2,5.0
solved,2,6,3.0,0.3333333333333333,3.0
solving,2,7,3.5,0.2857142857142857,3.5
soma,2,4,2.0,0.5,2.0
somalia,2,7,3.5,0.2857142857142857,3.5
some,1,4,4.0,0.25,4.0
somebody,2,8,4.0,0.25,4.0
somehow,2,7,3.5,0.2857142857142857,3.5
someone,1,7,7.0,0.14285714285714285,7.0
somerset,2,8,4.0,0.25,4.0
something,1,9,9.0,0.1111111111111111,9.0
sometimes,1,9,9.0,0.1111111111111111,9.0
somewhat,2,8,4.0,0.25,4.0
somewhere,2,9,4.5,0.2222222222222222,4.5
son,1,3,3.0,0.3333333333333333,3.0
song,1,4,4.0,0.25,4.0
songs,1,5,5.0,0.2,5.0
sonic,2,5,2.5,0.4,2.5
sons,1,4,4.0,0.25,4.0
sony,1,4,4.0,0.25,4.0
soon,1,4,4.0,0.25,4.0
soonest,2,7,3.5,0.2857142857142857,3.5
sophisticated,3,13,4.333333333333333,0.23076923076923078,4.333333333333333
sorry,1,5,5.0,0.2,5.0
sort,1,4,4.0,0.25,4.0
sorted,1,6,6.0,0.16666666666666666,6.0
sorts,2,5,2.5,0.4,2.5
sought,2,6,3.0,0.3333333333333333,3.0
soul,2,4,2.0,0.5,2.0
souls,2,5,2.5,0.4,2.5
sound,1,5,5.0,0.2,5.0
sounds,1,6,6.0,0.16666666666666666,6.0
soundtrack,2,10,5.0,0.2,5.0
soup,2,4,2.0,0.5,2.0
source,1,6,6.0,0.16666666666666666,6.0
sources,1,7,7.0,0.14285714285714285,7.0
south,1,5,5.0,0.2,5.0
southampton,2,11,5.5,0.18181818181818182,5.5
southeast,3,9,3.0,0.3333333333333333,3.0
southern,2,8,4.0,0.25,4.0
southwest,2,9,4.5,0.2222222222222222,4.5
soviet,3,6,2.0,0.5,2.0
sox,2,3,1.5,0.6666666666666666,1.5
sp,1,2,2.0,0.5,2.0
spa,1,3,3.0,0.3333333333333333,3.0
space,1,5,5.0,0.2,5.0
spaces,1,6,6.0,0.16666666666666666,6.0
spain,2,5,2.5,0.4,2.5
spam,1,4,4.0,0.25,4.0
span,1,4,4.0,0.25,4.0
spanish,2,7,3.5,0.2857142857142857,3.5
spank,2,5,2.5,0.4,2.5
spanking,2,8,4.0,0.25,4.0
sparc,2,5,2.5,0.4,2.5
spare,2,5,2.5,0.4,2.5
spas,2,4,2.0,0.5,2.0
spatial,2,7,3.5,0.2857142857142857,3.5
speak,2,5,2.5,0.4,2.5
speaker,1,7,7.0,0.14285714285714285,7.0
speakers,2,8,4.0,0.25,4.0
speaking,2,8,4.0,0.25,4.0
speaks,2,6,3.0,0.3333333333333333,3.0
spears,2,6,3.0,0.3333333333333333,3.0
spec,1,4,4.0,0.25,4.0
special,1,7,7.0,0.14285714285714285,7.0
specialist,2,10,5.0,0.2,5.0
specialists,2,11,5.5,0.18181818181818182,5.5
specialized,2,11,5.5,0.18181818181818182,5.5
specializing,2,12,6.0,0.16666666666666666,6.0
specially,2,9,4.5,0.2222222222222222,4.5
specials,2,8,4.0,0.25,4.0
specialties,2,11,5.5,0.18181818181818182,5.5
specialty,2,9,4.5,0.2222222222222222,4.5
species,1,7,7.0,0.14285714285714285,7.0
specific,1,8,8.0,0.125,8.0
specifically,2,12,6.0,0.16666666666666666,6.0
specification,2,13,6.5,0.15384615384615385,6.5
specifications,2,14,7.0,0.14285714285714285,7.0
specifics,2,9,4.5,0.2222222222222222,4.5
specified,1,9,9.0,0.1111111111111111,9.0
specifies,2,9,4.5,0.2222222222222222,4.5
specify,2,7,3.5,0.2857142857142857,3.5
specs,2,5,2.5,0.4,2.5
spectacular,2,11,5.5,0.18181818181818182,5.5
spectrum,2,8,4.0,0.25,4.0
speech,1,6,6.0,0.16666666666666666,6.0
speeches,2,8,4.0,0.25,4.0
speed,1,5,5.0,0.2,5.0
speeds,2,6,3.0,0.3333333333333333,3.0
spell,1,5,5.0,0.2,5.0
spelling,2,8,4.0,0.25,4.0
spencer,2,7,3.5,0.2857142857142857,3.5
spend,2,5,2.5,0.4,2.5
spending,2,8,4.0,0.25,4.0
spent,1,5,5.0,0.2,5.0
sperm,2,5,2.5,0.4,2.5
sphere,1,6,6.0,0.16666666666666666,6.0
spice,2,5,2.5,0.4,2.5
spider,2,6,3.0,0.3333333333333333,3.0
spies,2,5,2.5,0.4,2.5
spin,1,4,4.0,0.25,4.0
spine,2,5,2.5,0.4,2.5
spirit,2,6,3.0,0.3333333333333333,3.0
spirits,2,7,3.5,0.2857142857142857,3.5
spiritual,2,9,4.5,0.2222222222222222,4.5
spirituality,3,12,4.0,0.25,4.0
split,1,5,5.0,0.2,5.0
spoke,2,5,2.5,0.4,2.5
spoken,1,6,6.0,0.16666666666666666,6.0
spokesman,3,9,3.0,0.3333333333333333,3.0
sponsor,2,7,3.5,0.2857142857142857,3.5
sponsored,2,9,4.5,0.2222222222222222,4.5
sponsors,2,8,4.0,0.25,4.0
sponsorship,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
sport,1,5,5.0,0.2,5.0
sporting,2,8,4.0,0.25,4.0
sports,1,6,6.0,0.16666666666666666,6.0
spot,1,4,4.0,0.25,4.0
spotlight,2,9,4.5,0.2222222222222222,4.5
spots,1,5,5.0,0.2,5.0
spouse,2,6,3.0,0.3333333333333333,3.0
spray,2,5,2.5,0.4,2.5
spread,1,6,6.0,0.16666666666666666,6.0
spreading,2,9,4.5,0.2222222222222222,4.5
spring,1,6,6.0,0.16666666666666666,6.0
springer,2,8,4.0,0.25,4.0
springfield,2,11,5.5,0.18181818181818182,5.5
springs,2,7,3.5,0.2857142857142857,3.5
sprint,2,6,3.0,0.3333333333333333,3.0
spy,1,3,3.0,0.3333333333333333,3.0
spyware,2,7,3.5,0.2857142857142857,3.5
sq,1,2,2.0,0.5,2.0
sql,1,3,3.0,0.3333333333333333,3.0
squad,2,5,2.5,0.4,2.5
square,1,6,6.0,0.16666666666666666,6.0
squirt,3,6,2.0,0.5,2.0
squirting,3,9,3.0,0.3333333333333333,3.0
sr,1,2,2.0,0.5,2.0
src,1,3,3.0,0.3333333333333333,3.0
sri,2,3,1.5,0.6666666666666666,1.5
ss,1,2,2.0,0.5,2.0
ssl,1,3,3.0,0.3333333333333333,3.0
st,1,2,2.0,0.5,2.0
stability,2,9,4.5,0.2222222222222222,4.5
stable,1,6,6.0,0.16666666666666666,6.0
stack,1,5,5.0,0.2,5.0
stadium,2,7,3.5,0.2857142857142857,3.5
staff,1,5,5.0,0.2,5.0
staffing,2,8,4.0,0.25,4.0
stage,1,5,5.0,0.2,5.0
stages,2,6,3.0,0.3333333333333333,3.0
stainless,2,9,4.5,0.2222222222222222,4.5
stakeholders,2,12,6.0,0.16666666666666666,6.0
stamp,1,5,5.0,0.2,5.0
stamps,2,6,3.0,0.3333333333333333,3.0
stan,1,4,4.0,0.25,4.0
stand,1,5,5.0,0.2,5.0
standard,1,8,8.0,0.125,8.0
standards,2,9,4.5,0.2222222222222222,4.5
standing,1,8,8.0,0.125,8.0
standings,2,9,4.5,0.2222222222222222,4.5
stands,1,6,6.0,0.16666666666666666,6.0
stanford,2,8,4.0,0.25,4.0
stanley,2,7,3.5,0.2857142857142857,3.5
star,1,4,4.0,0.25,4.0
starring,2,8,4.0,0.25,4.0
stars,1,5,5.0,0.2,5.0
starsmerchant,2,13,6.5,0.15384615384615385,6.5
start,1,5,5.0,0.2,5.0
started,1,7,7.0,0.14285714285714285,7.0
starter,1,7,7.0,0.14285714285714285,7.0
starting,1,8,8.0,0.125,8.0
starts,1,6,6.0,0.16666666666666666,6.0
startup,1,7,7.0,0.14285714285714285,7.0
stat,1,4,4.0,0.25,4.0
state,1,5,5.0,0.2,5.0
stated,2,6,3.0,0.3333333333333333,3.0
statement,1,9,9.0,0.1111111111111111,9.0
statements,2,10,5.0,0.2,5.0
states,1,6,6.0,0.16666666666666666,6.0
statewide,2,9,4.5,0.2222222222222222,4.5
static,1,6,6.0,0.16666666666666666,6.0
stating,2,7,3.5,0.2857142857142857,3.5
station,1,7,7.0,0.14285714285714285,7.0
stationery,2,10,5.0,0.2,5.0
stations,1,8,8.0,0.125,8.0
statistical,2,11,5.5,0.18181818181818182,5.5
statistics,1,10,10.0,0.1,10.0
stats,1,5,5.0,0.2,5.0
status,1,6,6.0,0.16666666666666666,6.0
statute,2,7,3.5,0.2857142857142857,3.5
statutes,2,8,4.0,0.25,4.0
statutory,3,9,3.0,0.3333333333333333,3.0
stay,1,4,4.0,0.25,4.0
stayed,2,6,3.0,0.3333333333333333,3.0
staying,2,7,3.5,0.2857142857142857,3.5
stays,2,5,2.5,0.4,2.5
std,1,3,3.0,0.3333333333333333,3.0
ste,1,3,3.0,0.3333333333333333,3.0
steady,1,6,6.0,0.16666666666666666,6.0
steal,2,5,2.5,0.4,2.5
steam,1,5,5.0,0.2,5.0
steel,1,5,5.0,0.2,5.0
steering,2,8,4.0,0.25,4.0
stem,1,4,4.0,0.25,4.0
step,1,4,4.0,0.25,4.0
stephanie,3,9,3.0,0.3333333333333333,3.0
stephen,2,7,3.5,0.2857142857142857,3.5
steps,1,5,5.0,0.2,5.0
stereo,2,6,3.0,0.3333333333333333,3.0
sterling,2,8,4.0,0.25,4.0
steve,2,5,2.5,0.4,2.5
steven,2,6,3.0,0.3333333333333333,3.0
stevens,2,7,3.5,0.2857142857142857,3.5
stewart,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
stick,1,5,5.0,0.2,5.0
sticker,2,7,3.5,0.2857142857142857,3.5
stickers,2,8,4.0,0.25,4.0
sticks,1,6,6.0,0.16666666666666666,6.0
sticky,1,6,6.0,0.16666666666666666,6.0
still,1,5,5.0,0.2,5.0
stock,1,5,5.0,0.2,5.0
stockholm,2,9,4.5,0.2222222222222222,4.5
stockings,2,9,4.5,0.2222222222222222,4.5
stocks,1,6,6.0,0.16666666666666666,6.0
stolen,2,6,3.0,0.3333333333333333,3.0
stomach,2,7,3.5,0.2857142857142857,3.5
stone,1,5,5.0,0.2,5.0
stones,1,6,6.0,0.16666666666666666,6.0
stood,1,5,5.0,0.2,5.0
stop,1,4,4.0,0.25,4.0
stopped,2,7,3.5,0.2857142857142857,3.5
stopping,2,8,4.0,0.25,4.0
stops,2,5,2.5,0.4,2.5
storage,1,7,7.0,0.14285714285714285,7.0
store,1,5,5.0,0.2,5.0
stored,1,6,6.0,0.16666666666666666,6.0
stores,1,6,6.0,0.16666666666666666,6.0
stories,1,7,7.0,0.14285714285714285,7.0
storm,1,5,5.0,0.2,5.0
story,1,5,5.0,0.2,5.0
str,1,3,3.0,0.3333333333333333,3.0
straight,1,8,8.0,0.125,8.0
strain,1,6,6.0,0.16666666666666666,6.0
strand,1,6,6.0,0.16666666666666666,6.0
strange,2,7,3.5,0.2857142857142857,3.5
stranger,2,8,4.0,0.25,4.0
strap,1,5,5.0,0.2,5.0
strategic,2,9,4.5,0.2222222222222222,4.5
strategies,2,10,5.0,0.2,5.0
strategy,1,8,8.0,0.125,8.0
stream,1,6,6.0,0.16666666666666666,6.0
streaming,2,9,4.5,0.2222222222222222,4.5
streams,1,7,7.0,0.14285714285714285,7.0
street,1,6,6.0,0.16666666666666666,6.0
streets,2,7,3.5,0.2857142857142857,3.5
strength,1,8,8.0,0.125,8.0
strengthen,2,10,5.0,0.2,5.0
strengthening,2,13,6.5,0.15384615384615385,6.5
strengths,2,9,4.5,0.2222222222222222,4.5
stress,1,6,6.0,0.16666666666666666,6.0
stretch,1,7,7.0,0.14285714285714285,7.0
strict,1,6,6.0,0.16666666666666666,6.0
strictly,2,8,4.0,0.25,4.0
strike,1,6,6.0,0.16666666666666666,6.0
strikes,2,7,3.5,0.2857142857142857,3.5
striking,2,8,4.0,0.25,4.0
string,1,6,6.0,0.16666666666666666,6.0
strings,1,7,7.0,0.14285714285714285,7.0
strip,1,5,5.0,0.2,5.0
stripes,2,7,3.5,0.2857142857142857,3.5
strips,2,6,3.0,0.3333333333333333,3.0
stroke,1,6,6.0,0.16666666666666666,6.0
strong,1,6,6.0,0.16666666666666666,6.0
stronger,2,8,4.0,0.25,4.0
strongly,2,8,4.0,0.25,4.0
struck,2,6,3.0,0.3333333333333333,3.0
struct,1,6,6.0,0.16666666666666666,6.0
structural,2,10,5.0,0.2,5.0
structure,1,9,9.0,0.1111111111111111,9.0
structured,1,10,10.0,0.1,10.0
structures,1,10,10.0,0.1,10.0
struggle,2,8,4.0,0.25,4.0
stuart,2,6,3.0,0.3333333333333333,3.0
stuck,2,5,2.5,0.4,2.5
stud,1,4,4.0,0.25,4.0
student,1,7,7.0,0.14285714285714285,7.0
students,1,8,8.0,0.125,8.0
studied,2,7,3.5,0.2857142857142857,3.5
studies,2,7,3.5,0.2857142857142857,3.5
studio,1,6,6.0,0.16666666666666666,6.0
studios,2,7,3.5,0.2857142857142857,3.5
study,1,5,5.0,0.2,5.0
studying,2,8,4.0,0.25,4.0
stuff,1,5,5.0,0.2,5.0
stuffed,2,7,3.5,0.2857142857142857,3.5
stunning,2,8,4.0,0.25,4.0
stupid,2,6,3.0,0.3333333333333333,3.0
style,1,5,5.0,0.2,5.0
styles,1,6,6.0,0.16666666666666666,6.0
stylish,2,7,3.5,0.2857142857142857,3.5
stylus,2,6,3.0,0.3333333333333333,3.0
su,1,2,2.0,0.5,2.0
sub,1,3,3.0,0.3333333333333333,3.0
subaru,2,6,3.0,0.3333333333333333,3.0
subcommittee,2,12,6.0,0.16666666666666666,6.0
subdivision,2,11,5.5,0.18181818181818182,5.5
subject,1,7,7.0,0.14285714285714285,7.0
subjects,1,8,8.0,0.125,8.0
sublime,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
sublimedirectory,4,16,4.0,0.25,4.0
submission,1,10,10.0,0.1,10.0
submissions,2,11,5.5,0.18181818181818182,5.5
submit,1,6,6.0,0.16666666666666666,6.0
submitted,1,9,9.0,0.1111111111111111,9.0
submitting,2,10,5.0,0.2,5.0
subscribe,1,9,9.0,0.1111111111111111,9.0
subscriber,1,10,10.0,0.1,10.0
subscribers,2,11,5.5,0.18181818181818182,5.5
subscription,1,12,12.0,0.08333333333333333,12.0
subscriptions,1,13,13.0,0.07692307692307693,13.0
subsection,2,10,5.0,0.2,5.0
subsequent,3,10,3.3333333333333335,0.3,3.3333333333333335
subsequently,3,12,4.0,0.25,4.0
subsidiaries,3,12,4.0,0.25,4.0
subsidiary,3,10,3.3333333333333335,0.3,3.3333333333333335
substance,2,9,4.5,0.2222222222222222,4.5
substances,2,10,5.0,0.2,5.0
substantial,2,11,5.5,0.18181818181818182,5.5
substantially,3,13,4.333333333333333,0.23076923076923078,4.333333333333333
substitute,2,10,5.0,0.2,5.0
subtle,2,6,3.0,0.3333333333333333,3.0
suburban,2,8,4.0,0.25,4.0
succeed,2,7,3.5,0.2857142857142857,3.5
success,1,7,7.0,0.14285714285714285,7.0
successful,1,10,10.0,0.1,10.0
successfully,2,12,6.0,0.16666666666666666,6.0
such,1,4,4.0,0.25,4.0
suck,2,4,2.0,0.5,2.0
sucking,2,7,3.5,0.2857142857142857,3.5
sucks,2,5,2.5,0.4,2.5
sudan,2,5,2.5,0.4,2.5
sudden,3,6,2.0,0.5,2.0
suddenly,3,8,2.6666666666666665,0.375,2.6666666666666665
sue,2,3,1.5,0.6666666666666666,1.5
suffer,2,6,3.0,0.3333333333333333,3.0
suffered,3,8,2.6666666666666665,0.375,2.6666666666666665
suffering,2,9,4.5,0.2222222222222222,4.5
sufficient,2,10,5.0,0.2,5.0
sufficiently,3,12,4.0,0.25,4.0
sugar,2,5,2.5,0.4,2.5
suggest,1,7,7.0,0.14285714285714285,7.0
suggested,2,9,4.5,0.2222222222222222,4.5
suggesting,2,10,5.0,0.2,5.0
suggestion,2,10,5.0,0.2,5.0
suggestions,2,11,5.5,0.18181818181818182,5.5
suggests,2,8,4.0,0.25,4.0
suicide,2,7,3.5,0.2857142857142857,3.5
suit,2,4,2.0,0.5,2.0
suitable,2,8,4.0,0.25,4.0
suite,1,5,5.0,0.2,5.0
suited,2,6,3.0,0.3333333333333333,3.0
suites,2,6,3.0,0.3333333333333333,3.0
suits,2,5,2.5,0.4,2.5
sullivan,2,8,4.0,0.25,4.0
sum,1,3,3.0,0.3333333333333333,3.0
summaries,2,9,4.5,0.2222222222222222,4.5
summary,1,7,7.0,0.14285714285714285,7.0
summer,1,6,6.0,0.16666666666666666,6.0
summit,2,6,3.0,0.3333333333333333,3.0
sun,1,3,3.0,0.3333333333333333,3.0
sunday,2,6,3.0,0.3333333333333333,3.0
sunglasses,3,10,3.3333333333333335,0.3,3.3333333333333335
sunny,2,5,2.5,0.4,2.5
sunrise,2,7,3.5,0.2857142857142857,3.5
sunset,2,6,3.0,0.3333333333333333,3.0
sunshine,2,8,4.0,0.25,4.0
super,1,5,5.0,0.2,5.0
superb,2,6,3.0,0.3333333333333333,3.0
